"samp_date","site_id","plant_name","arth_Class","arth_order","arth_family","arth_genus_subgenus","individual_count"
"2005-04-07 00:00:00","AC71","Encelia farinosa  ","","Araneae","Thomisidae","",1
"2005-04-07 00:00:00","AC71","Simmondsia chinensis  ","Hexapoda","Homoptera","Cicadellidae","",1
"2005-04-07 00:00:00","AC71","Ambrosia deltoidea  ","Hexapoda","Diptera","Tephritidae","",2
"2005-04-07 00:00:00","AC71","Encelia farinosa  ","Hexapoda","Homoptera","Aphididae","",2
"2005-03-30 00:00:00","AC91","Ambrosia deltoidea  ","Hexapoda","Thysanoptera","","",1
"2005-03-30 00:00:00","AC91","Larrea tridentata  ","Hexapoda","Psocoptera","","",1
"2005-03-30 00:00:00","AC91","Larrea tridentata  ","Hexapoda","Diptera","Sciaridae","",1
"2005-03-30 00:00:00","AC91","Larrea tridentata  ","Hexapoda","Homoptera","Membracidae","",1
"2005-03-30 00:00:00","AC91","Lycium  ","Hexapoda","Homoptera","Aphididae","",1
"2005-05-18 00:00:00","AD101","Ambrosia deltoidea  ","Hexapoda","Homoptera","Aphididae","",1
"2005-05-18 00:00:00","AD101","Larrea tridentata  ","Hexapoda","Hemiptera","Miridae","",1
"2005-05-18 00:00:00","AD101","Larrea tridentata  ","","Lepidoptera","Geometridae","",1
"2005-05-18 00:00:00","AD171","Justicia californica  ","Hexapoda","Homoptera","Cicadellidae","Homalodisca",1
"2005-05-18 00:00:00","AD171","Olneya tesota  ","Hexapoda","Hemiptera","Miridae","",1
"2005-03-11 00:00:00","AD181","Brachychiton populneus  ","Hexapoda","Diptera","Heleomyzidae","",1
"2005-03-11 00:00:00","AD181","Brachychiton populneus  ","Hexapoda","Coleoptera","Curculionidae","Smicronyx",1
"2005-03-09 00:00:00","AD191","Leucophyllum frutescens  ","Hexapoda","Hemiptera","Miridae","",1
"2005-03-09 00:00:00","AD191","Leucophyllum frutescens  ","Hexapoda","Homoptera","Aphididae","",1
"2005-03-09 00:00:00","AD191","Jacaranda mimosifolia  ","Hexapoda","Neuroptera","Chrysopidae","",1
"2005-03-09 00:00:00","AD191","Jacaranda mimosifolia  ","Hexapoda","Homoptera","Aleyrodidae"," ",8
"2005-03-09 00:00:00","AD191","Leucophyllum frutescens  ","Hexapoda","Homoptera","Cicadellidae","",2
"2005-03-09 00:00:00","AD191","Jacaranda mimosifolia  ","Hexapoda","Hymenoptera","Formicidae","Brachymyrmex",1
"2005-03-09 00:00:00","AD191","Jacaranda mimosifolia  ","Hexapoda","Hymenoptera","Chalcidoidea","",2
"2005-05-19 00:00:00","AD211","Medicago sativa  ","Hexapoda","Homoptera","Cicadellidae","",1
"2005-05-19 00:00:00","AD211","Lactuca serriola  ","Hexapoda","Hemiptera","Lygaeidae","",1
"2005-05-19 00:00:00","AD211","Medicago sativa  ","Hexapoda","Hemiptera","Miridae","",1
"2005-05-19 00:00:00","AD211","Medicago sativa  ","Hexapoda","Homoptera","Cicadellidae","",1
"2005-05-19 00:00:00","AD211","Medicago sativa  ","Hexapoda","Homoptera","Aphididae","",1
"2005-04-07 00:00:00","AD71","Ambrosia deltoidea  ","Hexapoda","Homoptera","Cicadellidae","",3
"2005-04-07 00:00:00","AD71","Encelia farinosa  ","Hexapoda","Thysanoptera","","",24
"2005-04-07 00:00:00","AD71","Ambrosia deltoidea  ","Hexapoda","Homoptera","Aphididae","",1
"2005-04-07 00:00:00","AD71","Simmondsia chinensis  ","Hexapoda","Hemiptera","Anthocoridae","",1
"2005-04-07 00:00:00","AD71","Encelia farinosa  ","Hexapoda","Neuroptera","Chrysopidae","",1
"2005-04-07 00:00:00","AD71","Ambrosia deltoidea  ","Hexapoda","Thysanoptera","","",3
"2005-04-07 00:00:00","AD71","Encelia farinosa  ","Hexapoda","Diptera","Agromyzidae","",1
"2005-04-07 00:00:00","AD71","Simmondsia chinensis  ","Hexapoda","Thysanoptera","","",4
"2005-04-07 00:00:00","AD71","Ambrosia deltoidea  ","Arachnida","Acari","","",4
"2005-04-07 00:00:00","AD71","Ambrosia deltoidea  ","Hexapoda","Hymenoptera","Pteromalidae","",1
"2005-03-09 00:00:00","AE181","Citrus x paradisi  ","Hexapoda","Thysanoptera","","",37
"2005-03-09 00:00:00","AE181","Citrus x paradisi  ","Hexapoda","Homoptera","Aphididae","",2
"2005-03-09 00:00:00","AE191","Brachychiton populneus  ","Hexapoda","Hymenoptera","Eucoilidae","",1
"2005-03-09 00:00:00","AE191","Ulmus parvifolia  ","Hexapoda","Homoptera","Aphididae","",1
"2005-03-31 00:00:00","AE201","Larrea tridentata  ","Hexapoda","Thysanoptera","","",9
"2005-03-31 00:00:00","AE201","Larrea tridentata  ","Hexapoda","Hymenoptera","Eulophidae","",1
"2005-03-31 00:00:00","AE201","Larrea tridentata  ","Hexapoda","Homoptera","Aphididae","",5
"2005-03-31 00:00:00","AE201","Larrea tridentata  ","Hexapoda","Thysanoptera","","",3
"2005-03-31 00:00:00","AE201","Larrea tridentata  ","Hexapoda","Homoptera","Cicadellidae","",1
"2005-03-31 00:00:00","AE201","Larrea tridentata  ","Hexapoda","Homoptera","Aphididae","",2
"2005-03-31 00:00:00","AE201","Larrea tridentata  ","Hexapoda","Hymenoptera","Pteromalidae","",1
"2005-03-31 00:00:00","AE201","Larrea tridentata  ","Arachnida","Acari","","",1
"2005-03-31 00:00:00","AE201","Larrea tridentata  ","Hexapoda","Thysanoptera","","",6
"2005-03-31 00:00:00","AE201","Larrea tridentata  ","Hexapoda","Homoptera","Cicadellidae","",1
"2005-03-31 00:00:00","AE201","Larrea tridentata  ","Hexapoda","Hemiptera","Miridae","",1
"2005-03-31 00:00:00","AE201","Larrea tridentata  ","Hexapoda","Hymenoptera","Eulophidae","",2
"2005-03-31 00:00:00","AE201","Larrea tridentata  ","Hexapoda","Homoptera","Aphididae","",8
"2005-05-23 00:00:00","AE231","Prosopis  ","Hexapoda","Hymenoptera","Sphecidae","",1
"2005-04-05 00:00:00","AE71","Encelia farinosa  ","Hexapoda","Diptera","Tephritidae","",1
"2005-04-05 00:00:00","AE71","Ambrosia deltoidea  ","Hexapoda","Hemiptera","Miridae","",1
"2005-04-05 00:00:00","AE71","Encelia farinosa  ","Hexapoda","Homoptera","Cicadellidae","",1
"2005-04-05 00:00:00","AE71","Ambrosia deltoidea  ","Hexapoda","Hymenoptera","Pteromalidae","",3
"2005-04-05 00:00:00","AE71","Ambrosia deltoidea  ","Hexapoda","Thysanoptera","","",7
"2005-04-05 00:00:00","AE71","Ambrosia deltoidea  ","Hexapoda","Lepidoptera","Blastobasidae","",1
"2005-04-05 00:00:00","AE71","Encelia farinosa  ","Hexapoda","Hemiptera","Miridae","",1
"2005-04-05 00:00:00","AE71","Ambrosia deltoidea  ","Arachnida","Acari","","",1
"2005-04-05 00:00:00","AE71","Encelia farinosa  ","Hexapoda","Thysanoptera","","",9
"2005-04-05 00:00:00","AE71","Encelia farinosa  ","Hexapoda","Thysanoptera","","",1
"2005-04-05 00:00:00","AE71","Encelia farinosa  ","Hexapoda","Homoptera","Aphididae","",1
"2005-04-05 00:00:00","AE71","Ambrosia deltoidea  ","Hexapoda","Homoptera","Cicadellidae","",1
"2005-04-05 00:00:00","AE71","Ambrosia deltoidea  ","","Coccoidea","","",1
"2005-03-30 00:00:00","AE91","Larrea tridentata  ","Hexapoda","Homoptera","Membracidae","",1
"2005-03-30 00:00:00","AE91","Prosopis chilensis  ","Hexapoda","Homoptera","Aphididae","",5
"2005-03-30 00:00:00","AE91","Ambrosia deltoidea  ","Hexapoda","Diptera","","",1
"2005-03-30 00:00:00","AE91","Ambrosia deltoidea  ","Hexapoda","Homoptera","Cicadellidae","",2
"2005-03-30 00:00:00","AE91","Prosopis chilensis  ","Hexapoda","Thysanoptera","","",5
"2005-03-30 00:00:00","AE91","Larrea tridentata  ","Hexapoda","Homoptera","Aphididae","",3
"2005-03-30 00:00:00","AE91","Prosopis chilensis  ","Hexapoda","Psocoptera","","",1
"2005-03-30 00:00:00","AE91","Larrea tridentata  ","Hexapoda","Hymenoptera","Braconidae","",1
"2005-03-30 00:00:00","AE91","Larrea tridentata  ","Hexapoda","Thysanoptera","","",23
"2005-03-30 00:00:00","AE91","Ambrosia deltoidea  ","Hexapoda","Homoptera","Aphididae","",12
"2005-03-30 00:00:00","AE91","Larrea tridentata  ","","Lepidoptera","Geometridae","",1
"2005-03-30 00:00:00","AE91","Ambrosia deltoidea  ","Hexapoda","Hymenoptera","Eulophidae","",1
"2005-03-30 00:00:00","AE91","Ambrosia deltoidea  ","Arachnida","Acari","","",2
"2005-03-30 00:00:00","AE91","Ambrosia deltoidea  ","Hexapoda","Thysanoptera","","",11
"2005-03-31 00:00:00","AF121","Ambrosia deltoidea  ","Arachnida","Acari","","",1
"2005-03-31 00:00:00","AF121","Encelia farinosa  ","Hexapoda","Thysanoptera","","",4
"2005-03-31 00:00:00","AF121","Encelia farinosa  ","Hexapoda","Hemiptera","Miridae","",2
"2005-03-31 00:00:00","AF121","Encelia farinosa  ","Hexapoda","Homoptera","Cicadellidae","",6
"2005-03-31 00:00:00","AF121","Larrea tridentata  ","Hexapoda","Lepidoptera","","",2
"2005-03-31 00:00:00","AF121","Ambrosia deltoidea  ","Hexapoda","Thysanoptera","","",5
"2005-03-31 00:00:00","AF121","Ambrosia deltoidea  ","Hexapoda","Homoptera","Cicadellidae","",4
"2005-03-31 00:00:00","AF121","Ambrosia deltoidea  ","Hexapoda","Hymenoptera","Pteromalidae","",1
"2005-03-31 00:00:00","AF121","Encelia farinosa  ","Arachnida","Acari","","",3
"2005-03-31 00:00:00","AF121","Encelia farinosa  ","Hexapoda","Psocoptera","","",2
"2005-03-31 00:00:00","AF121","Larrea tridentata  ","Hexapoda","Thysanoptera","","",3
"2005-03-31 00:00:00","AF121","Larrea tridentata  ","Hexapoda","Homoptera","Cicadellidae","",15
"2005-03-31 00:00:00","AF141","Ambrosia deltoidea  ","Hexapoda","Homoptera","Aphididae","",1
"2005-03-31 00:00:00","AF141","Larrea tridentata  ","Hexapoda","Homoptera","Cicadellidae","",1
"2005-03-31 00:00:00","AF141","Larrea tridentata  ","Hexapoda","Psocoptera","","",3
"2005-03-31 00:00:00","AF141","Ambrosia deltoidea  ","Hexapoda","Hemiptera","Tingidae","",1
"2005-03-31 00:00:00","AF141","Larrea tridentata  ","Arachnida","Araneida","Dictynidae","",1
"2005-03-31 00:00:00","AF141","Ambrosia deltoidea  ","Hexapoda","Homoptera","Cicadellidae","",1
"2005-03-31 00:00:00","AF141","Larrea tridentata  ","Hexapoda","Hemiptera","Miridae","",1
"2005-03-31 00:00:00","AF141","Larrea tridentata  ","Hexapoda","Diptera","Chloropidae"," ",1
"2005-03-31 00:00:00","AF141","Ambrosia deltoidea  ","Hexapoda","Hemiptera","Miridae","",1
"2005-03-31 00:00:00","AF141","Larrea tridentata  ","Hexapoda","Homoptera","Aphididae","",2
"2005-03-31 00:00:00","AF141","Larrea tridentata  ","Hexapoda","Homoptera","Cicadellidae","",1
"2005-03-31 00:00:00","AF141","Larrea tridentata  ","","Lepidoptera","Geometridae","",1
"2005-03-11 00:00:00","AF191","Larrea tridentata  ","Hexapoda","Hemiptera","Miridae","",1
"2005-03-11 00:00:00","AF191","Larrea tridentata  ","Hexapoda","Diptera","Cecidomyiidae"," ",1
"2005-03-11 00:00:00","AF191","Larrea tridentata  ","Hexapoda","Homoptera","Aphididae","",33
"2005-03-11 00:00:00","AF191","Larrea tridentata  ","Hexapoda","Hymenoptera","Mymaridae"," ",1
"2005-03-11 00:00:00","AF191","Larrea tridentata  ","Hexapoda","Homoptera","Aphididae","",6
"2005-03-11 00:00:00","AF191","Larrea tridentata  ","Hexapoda","Homoptera","Aleyrodidae"," ",1
"2005-03-11 00:00:00","AF191","Larrea tridentata  ","Hexapoda","Diptera","Chloropidae"," ",2
"2005-03-11 00:00:00","AF191","Larrea tridentata  ","Hexapoda","Homoptera","Membracidae","",1
"2005-03-11 00:00:00","AF191","Larrea tridentata  ","Hexapoda","Homoptera","Cicadellidae","",1
"2005-03-11 00:00:00","AF191","Larrea tridentata  ","Hexapoda","Homoptera","Aphididae","",24
"2005-05-23 00:00:00","AF231","Salsola tragus  ","Hexapoda","Diptera","Tachinidae","",1
"2005-05-31 00:00:00","AF81","Encelia farinosa  ","Hexapoda","Diptera","Agromyzidae","",1
"2005-05-31 00:00:00","AF81","Ambrosia deltoidea  ","Hexapoda","Hemiptera","Rhopalidae","",1
"2005-05-31 00:00:00","AF81","Simmondsia chinensis  ","Hexapoda","Diptera","Agromyzidae","",1
"2005-05-31 00:00:00","AF81","Encelia farinosa  ","","Araneae","Theridiidae","",1
"2005-05-31 00:00:00","AF81","Encelia farinosa  ","Hexapoda","Hemiptera","Miridae","",1
"2005-03-11 00:00:00","AG201","Larrea tridentata  ","Hexapoda","Diptera","Chloropidae"," ",1
"2005-03-11 00:00:00","AG201","Larrea tridentata  ","Hexapoda","Homoptera","Aphididae","",4
"2005-03-11 00:00:00","AG201","Larrea tridentata  ","Hexapoda","Thysanoptera","","",3
"2005-03-11 00:00:00","AG201","Larrea tridentata  ","Hexapoda","Homoptera","Membracidae","",1
"2005-03-11 00:00:00","AG201","Larrea tridentata  ","Hexapoda","Hemiptera","Miridae","Calocoris(immature)",2
"2005-03-11 00:00:00","AG201","Larrea tridentata  ","","Araneae","Thomisidae","",1
"2005-03-11 00:00:00","AG201","Larrea tridentata  ","Hexapoda","Homoptera","Aphididae","",4
"2005-03-11 00:00:00","AG201","Larrea tridentata  ","Hexapoda","Thysanoptera","","",19
"2005-03-11 00:00:00","AG201","Larrea tridentata  ","Hexapoda","Homoptera","Membracidae","",2
"2005-03-11 00:00:00","AG201","Larrea tridentata  ","Hexapoda","Hemiptera","Miridae ","Calocoris",1
"2005-03-11 00:00:00","AG201","Larrea tridentata  ","Hexapoda","Thysanoptera","","",3
"2005-03-11 00:00:00","AG201","Larrea tridentata  ","Hexapoda","Homoptera","Aphididae","",1
"2005-03-11 00:00:00","AG201","Larrea tridentata  ","Arachnida","Acari","","",1
"2005-02-24 00:00:00","E121","Larrea tridentata  ","Hexapoda","Thysanoptera","","",9
"2005-02-24 00:00:00","E121","Ambrosia deltoidea  ","Hexapoda","Homoptera","Aphididae","",10
"2005-02-24 00:00:00","E121","Larrea tridentata  ","","Lepidoptera","Geometridae","",1
"2005-02-24 00:00:00","E121","Larrea tridentata  ","Hexapoda","Thysanoptera","","",7
"2005-02-24 00:00:00","E121","Ambrosia deltoidea  ","","Lepidoptera","Pyralidae","",1
"2005-02-24 00:00:00","E121","Ambrosia deltoidea  ","Hexapoda","Thysanoptera","","",9
"2005-02-24 00:00:00","E121","Ambrosia deltoidea  ","Hexapoda","Coleoptera","Bruchidae","Callosobruchus",1
"2005-02-24 00:00:00","E121","Larrea tridentata  ","Hexapoda","Lepidoptera","","",1
"2005-02-24 00:00:00","E121","Ambrosia deltoidea  ","Hexapoda","Homoptera","Cicadellidae","Empoasca",15
"2005-02-24 00:00:00","E121","Larrea tridentata  ","Hexapoda","Homoptera","Aphididae","",2
"2005-02-24 00:00:00","E121","Ambrosia deltoidea  ","","Araneae","Thomisidae","",2
"2005-03-29 00:00:00","E81","Ambrosia deltoidea  ","Hexapoda","Hymenoptera","Pteromalidae","",1
"2005-03-29 00:00:00","E81","Ambrosia deltoidea  ","Hexapoda","Homoptera","Cicadellidae","",9
"2005-03-29 00:00:00","E81","Ambrosia deltoidea  ","Hexapoda","Hymenoptera","Chalcidoidea","",1
"2005-03-29 00:00:00","E81","Larrea tridentata  ","Hexapoda","Thysanoptera","","",9
"2005-03-29 00:00:00","E81","Larrea tridentata  ","Hexapoda","Thysanoptera","","",7
"2005-03-29 00:00:00","E81","Larrea tridentata  ","Hexapoda","Hemiptera","Miridae","",1
"2005-03-29 00:00:00","E81","Ambrosia deltoidea  ","Hexapoda","Lepidoptera","","",1
"2005-03-29 00:00:00","E81","Ambrosia deltoidea  ","Hexapoda","Thysanoptera","","",2
"2005-03-29 00:00:00","E81","Larrea tridentata  ","Hexapoda","Hemiptera","Miridae","",1
"2005-04-12 00:00:00","F121","Larrea tridentata  ","Hexapoda","Thysanoptera","","",22
"2005-04-12 00:00:00","F121","Ambrosia deltoidea  ","Hexapoda","Thysanoptera","","",2
"2005-04-12 00:00:00","F121","Ambrosia deltoidea  ","Hexapoda","Hymenoptera","Pteromalidae","",2
"2005-04-12 00:00:00","F121","Hymenoclea salsola  ","Hexapoda","Thysanoptera","","",4
"2005-04-12 00:00:00","F121","Hymenoclea salsola  ","Hexapoda","Hemiptera","Anthocoridae","",1
"2005-04-12 00:00:00","F121","Ambrosia deltoidea  ","Hexapoda","Homoptera","Cicadellidae","",1
"2005-04-12 00:00:00","F121","Larrea tridentata  ","Hexapoda","Homoptera","Aphididae","",1
"2005-04-12 00:00:00","F121","Larrea tridentata  ","Hexapoda","Hemiptera","Miridae","",5
"2005-04-12 00:00:00","F121","Hymenoclea salsola  ","Hexapoda","Homoptera","Aphididae","",1
"2005-04-12 00:00:00","F151","Larrea tridentata  ","Hexapoda","Thysanoptera","","",148
"2005-04-12 00:00:00","F151","Larrea tridentata  ","Hexapoda","Hemiptera","Miridae","",10
"2005-04-12 00:00:00","F151","Larrea tridentata  ","Hexapoda","Homoptera","Membracidae","",9
"2005-04-12 00:00:00","F151","Larrea tridentata  ","Hexapoda","Homoptera","Aphididae","",1
"2005-04-12 00:00:00","F151","Larrea tridentata  ","","Araneae","Thomisidae","",2
"2005-04-12 00:00:00","F151","Larrea tridentata  ","Hexapoda","Hymenoptera","","",1
"2005-04-12 00:00:00","F151","Larrea tridentata  ","Hexapoda","Thysanoptera","","",250
"2005-04-12 00:00:00","F151","Larrea tridentata  ","Hexapoda","Hemiptera","Miridae","",17
"2005-04-12 00:00:00","F151","Larrea tridentata  ","Hexapoda","Homoptera","Membracidae","",4
"2005-04-12 00:00:00","F151","Larrea tridentata  ","Arachnida","Acari","","",5
"2005-04-12 00:00:00","F151","Larrea tridentata  ","Hexapoda","Homoptera","Aphididae","",1
"2005-04-12 00:00:00","F151","Larrea tridentata  ","","Araneae","Thomisidae","",2
"2005-04-12 00:00:00","F151","Larrea tridentata  ","Hexapoda","Hymenoptera","Ichneumonidae","",1
"2005-04-12 00:00:00","F151","Larrea tridentata  ","","Lepidoptera","Geometridae","",4
"2005-04-12 00:00:00","F151","Larrea tridentata  ","Hexapoda","Hemiptera","Miridae","",5
"2005-04-12 00:00:00","F151","Larrea tridentata  ","Arachnida","Acari","","",3
"2005-04-12 00:00:00","F151","Larrea tridentata  ","Hexapoda","Thysanoptera","","",280
"2005-04-12 00:00:00","F151","Larrea tridentata  ","Hexapoda","Hymenoptera","Mymaridae"," ",3
"2005-04-12 00:00:00","F151","Larrea tridentata  ","Hexapoda","Homoptera","Membracidae","",2
"2005-04-12 00:00:00","F151","Larrea tridentata  ","Hexapoda","Hymenoptera","Figitidae","",1
"2005-04-22 00:00:00","F191","Larrea tridentata  ","Hexapoda","Thysanoptera","","",43
"2005-04-22 00:00:00","F191","Larrea tridentata  ","","Lepidoptera","Geometridae","",1
"2005-04-22 00:00:00","F191","Bougainvillea  ","Hexapoda","Thysanoptera","","",2
"2005-04-22 00:00:00","F191","Encelia farinosa  ","Hexapoda","Thysanoptera","","",6
"2005-04-22 00:00:00","F191","Larrea tridentata  ","Hexapoda","Homoptera","Cicadellidae","",1
"2005-04-22 00:00:00","F191","Encelia farinosa  ","Hexapoda","Homoptera","Aphididae","",2
"2005-04-22 00:00:00","F191","Larrea tridentata  ","","Araneae","Theridiidae","",1
"2005-04-22 00:00:00","F191","Bougainvillea  ","Hexapoda","Homoptera","Cicadellidae","",1
"2005-04-22 00:00:00","F191","Larrea tridentata  ","Hexapoda","Hemiptera","Miridae","",8
"2005-04-22 00:00:00","F191","Larrea tridentata  ","","Araneida","Anyphaenidae","",1
"2005-03-29 00:00:00","F81","Larrea tridentata  ","Hexapoda","Hemiptera","Miridae","",2
"2005-03-29 00:00:00","F81","Larrea tridentata  ","Hexapoda","Thysanoptera","","",2
"2005-03-29 00:00:00","F81","Ambrosia deltoidea  ","Hexapoda","Diptera","Cecidomyiidae"," ",1
"2005-03-29 00:00:00","F81","Ambrosia deltoidea  ","Hexapoda","Homoptera","Cicadellidae","",1
"2005-03-29 00:00:00","F81","Larrea tridentata  ","","Lepidoptera","Geometridae","",1
"2005-03-29 00:00:00","F81","Ambrosia deltoidea  ","Hexapoda","Thysanoptera","","",3
"2005-03-29 00:00:00","F81","Ambrosia deltoidea  ","Arachnida","Araneida","Salticidae","",1
"2005-03-29 00:00:00","F81","Larrea tridentata  ","Hexapoda","Lepidoptera","","",1
"2005-03-29 00:00:00","F81","Larrea tridentata  ","Hexapoda","Thysanoptera","","",11
"2005-04-13 00:00:00","G101","Larrea tridentata  ","Hexapoda","Homoptera","Aphididae","",1
"2005-04-13 00:00:00","G101","Prosopis velutina  ","Hexapoda","Thysanoptera","","",27
"2005-04-13 00:00:00","G101","Larrea tridentata  ","Hexapoda","Hemiptera","Miridae","",4
"2005-04-13 00:00:00","G101","Prosopis velutina  ","Hexapoda","Diptera","Anthomyiidae","",1
"2005-04-13 00:00:00","G101","Prosopis velutina  ","Hexapoda","Hemiptera","Miridae","",3
"2005-04-13 00:00:00","G101","Larrea tridentata  ","Hexapoda","Coleoptera","Coccinellidae","",1
"2005-04-13 00:00:00","G101","Prosopis velutina  ","Hexapoda","Thysanoptera","","",47
"2005-04-13 00:00:00","G101","Larrea tridentata  ","Hexapoda","Homoptera","Membracidae","",1
"2005-04-13 00:00:00","G101","Larrea tridentata  ","Hexapoda","Thysanoptera","","",48
"2005-04-13 00:00:00","G101","Larrea tridentata  ","","Lepidoptera","Geometridae","",1
"2005-02-24 00:00:00","G121","Ambrosia deltoidea  ","Hexapoda","Lepidoptera","","",1
"2005-02-24 00:00:00","G121","Ambrosia deltoidea  ","Hexapoda","Homoptera","Aphididae","",12
"2005-02-24 00:00:00","G121","Ambrosia deltoidea  ","Hexapoda","Thysanoptera","","",2
"2005-02-24 00:00:00","G151","Ambrosia dumosa  ","Hexapoda","Homoptera","Aphididae","",1
"2005-02-24 00:00:00","G151","Larrea tridentata  ","Hexapoda","Thysanoptera","","",2
"2005-02-24 00:00:00","G151","Ambrosia deltoidea  ","Hexapoda","Thysanoptera","","",7
"2005-02-24 00:00:00","G151","Larrea tridentata  ","","Lepidoptera","Geometridae","",1
"2005-02-24 00:00:00","G151","Ambrosia deltoidea  ","Hexapoda","Homoptera","Cicadellidae","",3
"2005-02-24 00:00:00","G151","Ambrosia deltoidea  ","Arachnida","Acari","","",1
"2005-02-24 00:00:00","G151","Ambrosia deltoidea  ","","Lepidoptera","Pyralidae","",1
"2005-02-24 00:00:00","G151","Ambrosia dumosa  ","Hexapoda","Thysanoptera","","",6
"2005-02-24 00:00:00","G151","Ambrosia deltoidea  ","Hexapoda","Homoptera","Aphididae","",5
"2005-02-24 00:00:00","G151","Ambrosia dumosa  ","Hexapoda","Homoptera","Cicadellidae","",6
"2005-06-01 00:00:00","G71","Baccharis sarothroides  ","Hexapoda","Hemiptera","Tingidae","",2
"2005-06-01 00:00:00","G71","unknown 1","Hexapoda","Homoptera","Cicadellidae","",1
"2005-04-13 00:00:00","H131","Larrea tridentata  ","","Araneae","Theridiidae","",1
"2005-04-13 00:00:00","H131","Larrea tridentata  ","Arachnida","Acari","","",1
"2005-04-13 00:00:00","H131","Ambrosia deltoidea  ","Hexapoda","Homoptera","Cicadellidae","",1
"2005-04-13 00:00:00","H131","Larrea tridentata  ","Hexapoda","Thysanoptera","","",362
"2005-04-13 00:00:00","H131","Larrea tridentata  ","Hexapoda","Thysanoptera","","",27
"2005-04-13 00:00:00","H131","Larrea tridentata  ","Hexapoda","Hemiptera","Miridae","",2
"2005-04-13 00:00:00","H131","Ambrosia deltoidea  ","Hexapoda","Hemiptera","Anthocoridae","",1
"2005-04-13 00:00:00","H131","Larrea tridentata  ","Hexapoda","Homoptera","Cicadellidae","",1
"2005-04-13 00:00:00","H131","Ambrosia deltoidea  ","Hexapoda","Thysanoptera","","",3
"2005-04-13 00:00:00","H131","Larrea tridentata  ","Hexapoda","Hemiptera","Miridae","",2
"2005-02-22 00:00:00","H161","Ambrosia deltoidea  ","","Araneae","Theridiidae","",1
"2005-02-22 00:00:00","H161","Ambrosia dumosa  ","Hexapoda","Homoptera","Aphididae","",3
"2005-02-22 00:00:00","H161","Ambrosia dumosa  ","Hexapoda","Lepidoptera","","",1
"2005-02-22 00:00:00","H161","Ambrosia deltoidea  ","Hexapoda","Homoptera","Aphididae","",1
"2005-02-22 00:00:00","H161","Ambrosia deltoidea  ","Hexapoda","Homoptera","Cicadellidae","",3
"2005-04-28 00:00:00","H191","Lycium  ","Hexapoda","Homoptera","Cicadellidae","",1
"2005-04-28 00:00:00","H191","Lycium  ","Hexapoda","Hemiptera","Miridae","Rhinacloa",16
"2005-04-28 00:00:00","H191","Lycium  ","Hexapoda","Thysanoptera","","",1
"2005-04-28 00:00:00","H191","Lycium  ","","Araneae","Theridiidae","",1
"2005-05-04 00:00:00","H71","Larrea tridentata  ","","Araneida","Araneidae","",1
"2005-05-04 00:00:00","H71","Larrea tridentata  ","Hexapoda","Hemiptera","Miridae","",1
"2005-05-04 00:00:00","H71","Larrea tridentata  ","Hexapoda","Hymenoptera","Formicidae","",1
"2005-05-04 00:00:00","H71","Larrea tridentata  ","Hexapoda","Hemiptera","Miridae","",2
"2005-05-04 00:00:00","H71","Larrea tridentata  ","Hexapoda","Homoptera","Cicadellidae","",1
"2005-05-04 00:00:00","H71","Larrea tridentata  ","Hexapoda","Homoptera","Membracidae","",1
"2005-03-29 00:00:00","H81","Larrea tridentata  ","Hexapoda","Thysanoptera","","",17
"2005-03-29 00:00:00","H81","Ambrosia deltoidea  ","Hexapoda","Homoptera","Aphididae","",22
"2005-03-29 00:00:00","H81","Larrea tridentata  ","Hexapoda","Diptera","Chloropidae"," ",1
"2005-03-29 00:00:00","H81","Larrea tridentata  ","Hexapoda","Lepidoptera","","",1
"2005-03-29 00:00:00","H81","Larrea tridentata  ","Hexapoda","Hymenoptera","Pteromalidae","",2
"2005-03-29 00:00:00","H81","Larrea tridentata  ","Hexapoda","Thysanoptera","","",19
"2005-03-29 00:00:00","H81","Larrea tridentata  ","Hexapoda","Homoptera","Aphididae","",12
"2005-03-29 00:00:00","H81","Larrea tridentata  ","Hexapoda","Diptera","Chloropidae"," ",5
"2005-03-29 00:00:00","H81","Larrea tridentata  ","Hexapoda","Hemiptera","Miridae","",3
"2005-03-29 00:00:00","H81","Larrea tridentata  ","Hexapoda","Homoptera","Membracidae","",1
"2005-03-29 00:00:00","H81","Larrea tridentata  ","Hexapoda","Homoptera","Aphididae","",6
"2005-03-29 00:00:00","H81","Larrea tridentata  ","Hexapoda","Diptera","Cecidomyiidae"," ",1
"2005-03-29 00:00:00","H81","Ambrosia deltoidea  ","Hexapoda","Homoptera","Cicadellidae","",4
"2005-03-29 00:00:00","H81","Ambrosia deltoidea  ","Hexapoda","Thysanoptera","","",10
"2005-03-29 00:00:00","H81","Ambrosia deltoidea  ","Hexapoda","Hymenoptera","","",2
"2005-03-29 00:00:00","H81","Larrea tridentata  ","Hexapoda","Hymenoptera","Chrysididae"," ",1
"2005-04-13 00:00:00","I101","Prosopis velutina  ","Hexapoda","Thysanoptera","","",26
"2005-04-13 00:00:00","I101","Prosopis velutina  ","Hexapoda","Homoptera","Aphididae","",5
"2005-04-13 00:00:00","I101","Prosopis velutina  ","Hexapoda","Thysanoptera","","",14
"2005-04-13 00:00:00","I101","Larrea tridentata  ","Hexapoda","Diptera","Cecidomyiidae"," ",1
